sku,width,height,depth,keyword,match_confidence,notes,supplier_sources
BP34.5X96,34.5,96,0.25,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
BP3696,,,0.25,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
BP4296,,,0.25,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
BP4836,,,0.25,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
BP4896,,,0.25,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
BP4896 3/4,,,0.25,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
"BP96241/4""",,96,24,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
BP962414,24,96,0.25,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
BP9636,36,96,0.25,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
BPPBO(NATURAL),,,0.25,SKIN_PANEL,80%,"human-confirmed: base panel (skin panel), D=0.25 thickness",
BRON 24'/30'/36',,,,DOOR_LINE,80%,batch-pattern: pattern: door line name/sample,CABINET_STONE
BSDC6,6,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
BSPL,0.75,34.5,23.75,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
BSPR,0.75,34.5,23.75,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
BSPR09,9,34.5,24,BASE,80%,pattern-matched: BSPR* → BASE,
BSPR12,12,34.5,24,BASE,80%,pattern-matched: BSPR* → BASE,
BSR06,06,34.5,24,BASE,80%,pattern-matched: BSR* → BASE,
BSR09,09,34.5,24,BASE,80%,pattern-matched: BSR* → BASE,
BSR09_Pullout,,34.5,24,BASE,80%,pattern-matched: BSR* → BASE,
BSR12,12,34.5,24,BASE,80%,pattern-matched: BSR* → BASE,
BSV,23.25,34.5,0.25,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
BT09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
BTC Trash Can,,34.5,24,BASE,80%,pattern-matched: BTC* → BASE,
BTC18,18,34.5,24,BASE,80%,pattern-matched: BTC* → BASE,
BTC18 BOX,18,34.5,24,BASE,80%,pattern-matched: BTC* → BASE,
BTC18-F,,34.5,24,BASE,80%,pattern-matched: BTC* → BASE,
BV2126,21,26,7.875,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
BV2126-CCB,21,26,7.875,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
BV2126-PCG,21,26,7.875,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
BWB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
BWBK18,18,34.5,24,BASE,80%,pattern-matched: BWBK* → BASE,
BWBK182A,18,34.5,24,BASE,80%,pattern-matched: BWBK* → BASE,
BWBKT18,,34.5,24,BASE,80%,pattern-matched: BWBK* → BASE,
BWR12,,,,WINE_RACK,80%,batch-pattern: pattern: BWR base wine rack,
CB12,,,,CORBEL,80%,human-confirmed: corbel,
CB5,,,,CORBEL,80%,human-confirmed: corbel,
CB6,,,,CORBEL,80%,human-confirmed: corbel,
CB9,3,9,9,CORBEL,80%,human-confirmed: corbel,LOVE_MILESTONE
CB9X9,,,,CORBEL,80%,human-confirmed: corbel,
CBL11,,,,CORBEL,80%,human-confirmed: corbel,
CBL21,,,,CORBEL,80%,human-confirmed: corbel,
CBT,3.125,13.0625,5.875,CORBEL,80%,human-confirmed: corbel,LOVE_MILESTONE
CCM8,,,,CROWN,50%,"canonical keyword, no supplier confirmation",
CG 2DB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG 2DB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG 2DB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG ACM2.5,96,2.5,3.5,CROWN,85%,1 supplier confirms W+H+D+keyword,DL
CG ANGLEMOLDING,96,0.75,0.75,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
CG B12,12,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B15,15,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B39,39,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG B42,42,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG BASEMOLDING,96,4.375,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG BDD24,24,30,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG BES09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG BF3,3,34.5,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG BF6,6,34.5,0.75,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG BMC30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG BWBKT18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG CCM8,96,3,4.5,CROWN,85%,1 supplier confirms W+H+D+keyword,DL
CG CL156012,15,60,12,CLOSET,80%,"DL prefix stripped, product pattern matched: CLOSET",DL
CG CORBEL 8X12,3,12,8,CORBEL,80%,"DL prefix stripped, product pattern matched: CORBEL",DL
CG DB12,12,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG DB15,15,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG DB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG DB21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG DB24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG DB27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG DB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG DB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG DB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG DLS 4X4X36,4,34.5,4,DECORATIVE_LEG,80%,"DL prefix stripped, product pattern matched: DECORATIVE_LEG",DL
CG DSK2421,24,7.5,21,DESK,80%,"DL prefix stripped, product pattern matched: DESK",DL
CG DSK3021,30,7.5,21,DESK,80%,"DL prefix stripped, product pattern matched: DESK",DL
CG DWP3,3,34.5,24,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
CG FDB09,9,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG FDB18,18,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG FDB21,21,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG FDB24,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG FDB27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG FDB30,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG FDB33,33,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG FDB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG FILLER 3X96,3,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,DL
CG FILLER 6X96,6,96,0.75,FILLER,85%,1 supplier confirms W+H+D+keyword,DL
CG FLAT PANEL 27X96,0.75,96,27,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
CG FSB36,36,34.5,24,FARMHOUSE_SINK_BASE,80%,human-confirmed: farmhouse sink base,DL
CG GH30,30,4,12,GLASS_HOLDER,80%,human-confirmed: glass holder (DL prefix CG stripped),DL
CG ICM8,96,0.5,0.5,CORNER,85%,1 supplier confirms W+H+D+keyword,DL
CG LZS33,33,34.5,24,LAZY_SUSAN,85%,1 supplier confirms W+H+D+keyword,DL
CG LZS3612,36,34.5,24,LAZY_SUSAN,85%,1 supplier confirms W+H+D+keyword,DL
CG OVD338427,33,84,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG OVD339027,33,90,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG OVD339627,33,96,27,PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG PAINT,,,,PAINT,80%,human-confirmed: paint (aerosol can),DL
CG RH36,36,36,24,RANGE_HOOD,85%,1 supplier confirms W+H+D+keyword,DL
CG RRP27(1.5),1.5,96,,REFRIGERATOR,55%,W only confirmed,DL
CG SAMPLE DOOR,15,12,0.75,SAMPLE_DOOR,85%,1 supplier confirms W+H+D+keyword,DL
CG SB30,30,34.5,24,SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG SB36,36,34.5,24,SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG SCRIBEMOLDING,96,0.75,0.25,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
CG SHOEMOLDING,96,0.75,0.75,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
CG SIDE PANEL 36X96,0.5,96,36,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
CG SKIN PANEL 36X96,96,36,0.125,SKIN_PANEL,85%,1 supplier confirms W+H+D+keyword,DL
CG SP09,09,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG SP2436,24,36,0.5,PANEL,85%,1 supplier confirms W+H+D+keyword,DL
CG TK8,96,4.5,0.375,TOE_KICK,85%,1 supplier confirms W+H+D+keyword,DL
CG TLR8,96,1.5,2.3125,MOLDING,85%,1 supplier confirms W+H+D+keyword,DL
CG TOUCHUP KIT,,,,TOUCHUP_KIT,80%,human-confirmed: touch-up kit,DL
CG VAN24,24,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG VAN30,30,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG VAN36DL,36,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG VAN36DR,36,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG VDB12,12,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG VDB15,15,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG VDB18,18,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG VDB24,24,34.5,21,VANITY_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG VSB36,36,34.5,21,VANITY_SINK_BASE,85%,1 supplier confirms W+H+D+keyword,DL
CG W0930,09,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W0936,09,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W0942,09,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1218,12,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1230,12,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1236,12,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1242,12,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1518,15,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1530,15,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1536,15,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1542,15,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1818,18,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1830,18,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1836,18,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W1842,18,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2118,21,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2130,21,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2136,21,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2142,21,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2412,24,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2415,24,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2418,24,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2424,24,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2430,24,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2436,24,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2442,24,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2718,27,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2730,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2736,27,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W2742,27,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3012,30,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3015,30,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3018,30,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3024,30,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3030,30,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3036,30,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3042,30,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3312,33,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3315,33,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3318,33,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3324,33,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3330,33,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3336,33,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3342,33,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3612,36,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W361227,36,12,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3615,36,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W361527,36,15,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3618,36,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W361827,36,18,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3624,36,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W362427,36,24,27,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3630,36,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3636,36,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG W3642,36,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WBC2730,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WBC2736,27,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WBC2742,27,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WDC241812,24,18,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
CG WDC243012,24,30,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
CG WDC243612,24,36,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
CG WDC244212,24,42,12,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
CG WDCG243012,24,30,,WALL_DIAGONAL_CORNER,55%,W only confirmed,DL
CG WDCG243612,24,36,0.75,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
CG WDCG244212,24,42,0.75,WALL_DIAGONAL_CORNER,85%,1 supplier confirms W+H+D+keyword,DL
CG WDD30,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WDD36,12,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WDD42,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WEOS0930,9,30,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
CG WEOS0936,9,36,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
CG WEOS0942,9,42,12,WALL_END,85%,1 supplier confirms W+H+D+keyword,DL
CG WF3 30,3,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WF3 36,3,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WF3 42,3,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WF6 42,6,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WG1230,12,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WG1236,12,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WG1242,12,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WG1530,15,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WG1536,15,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WG1542,15,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WG1830,18,30,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WG1836,18,36,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WG1842,18,42,0.75,WALL,85%,1 supplier confirms W+H+D+keyword,DL
CG WMC3018,30,18,12,WALL_MICROWAVE,85%,1 supplier confirms W+H+D+keyword,DL
CG WP188427,18,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG WP189027,18,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG WP189627,18,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG WP248427,24,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG WP249027,24,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG WP249627,24,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG WP308427,30,84,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG WP309027,30,90,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG WP309627,30,96,27,TALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,DL
CG WRC3018,30,18,12,WALL_WINE_RACK,85%,1 supplier confirms W+H+D+keyword,DL
CHROME TRAY,,34.5,24,LAZY_SUSAN,80%,pattern-matched: CHROME* → LAZY_SUSAN,
CHROMETRAY33,,34.5,24,LAZY_SUSAN,80%,pattern-matched: CHROME* → LAZY_SUSAN,
CHROMETRAY36,,34.5,24,LAZY_SUSAN,80%,pattern-matched: CHROME* → LAZY_SUSAN,
CL156012,,,,CLOSET,80%,batch-pattern: pattern: CL closet,
CLDL,3,34.5,3,CLOSET,80%,batch-pattern: pattern: CL closet,LOVE_MILESTONE
CM1-5/8,,,,CROWN,80%,human-confirmed: crown molding,
CM2,96,1.4375,1.4375,CROWN,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
CM2-13/32,,,,CROWN,80%,human-confirmed: crown molding,
CM2C,96,2,0.625,CROWN,80%,human-confirmed: crown molding,CABINET_STONE
CM2CURVE,,,,CROWN,80%,human-confirmed: crown molding,
CM2F,96,2,0.625,CROWN,80%,human-confirmed: crown molding,CABINET_STONE
CM2FLAT,,,,CROWN,80%,human-confirmed: crown molding,
CM3-5/16,,,,CROWN,80%,human-confirmed: crown molding,
CM3FLAT,,,,CROWN,80%,human-confirmed: crown molding,
CM4,96,2.875,2.875,CROWN,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
CM4C,96,4,0.625,CROWN,80%,human-confirmed: crown molding,CABINET_STONE
CM4CURVE,,,,CROWN,80%,human-confirmed: crown molding,
CM4R,,,,CROWN,80%,human-confirmed: crown molding,
CM8,2.6875,2.5625,,CROWN,40%,CONFLICT: suppliers disagree on dims,GHI|LOVE_MILESTONE
CM8-PCG,2.6875,2.5625,,CROWN,55%,W only confirmed,GHI
CM8DM8,3.1875,3,,CROWN,55%,W only confirmed,GHI
CORBEL,,,,CORBEL,80%,pattern-matched: CORBEL* → CORBEL,
CORBEL51/8,,,,CORBEL,80%,pattern-matched: CORBEL* → CORBEL,
CORBEL6,,,,CORBEL,80%,pattern-matched: CORBEL* → CORBEL,
CORBEL812,,,,CORBEL,80%,pattern-matched: CORBEL* → CORBEL,
COV,96,3.625,3.5,CROWN,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
COV8,,,,MOLDING,50%,"canonical keyword, no supplier confirmation",
CREAMPENFILLER,,,,ACCESSORY,80%,batch-pattern: pattern: accessory,
CSB36,36,34.5,24,SINK_BASE,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
CSF36,36,34.5,,CORNER,55%,W only confirmed,GHI
CSF36-PCG,36,34.5,,CORNER,55%,W only confirmed,GHI
CSFFLOORNM,,,,ACCESSORY,80%,batch-pattern: pattern: floor protector/accessory,GHI
CTM8,,,,MOLDING,50%,"canonical keyword, no supplier confirmation",
Cappuccino,,,,DOOR_LINE,80%,batch-pattern: pattern: door line name/sample,CABINET_STONE
Chrome Tray 33,,34.5,24,LAZY_SUSAN,80%,pattern-matched: CHROME* → LAZY_SUSAN,LOVE_MILESTONE
Chrome Tray 36,,34.5,24,LAZY_SUSAN,80%,pattern-matched: CHROME* → LAZY_SUSAN,LOVE_MILESTONE
Cosmo Sand - Sample Door,,,,SAMPLE_DOOR,80%,batch-pattern: pattern: sample door,CABINET_STONE
Cypress Green Shaker - Sample Door,,,,SAMPLE_DOOR,80%,batch-pattern: pattern: sample door,CABINET_STONE
DB12,12,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
DB12-3,12,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB12-3/VDB12-3-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB123,123,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB15,15,34.5,24,BASE,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI
DB15-3,15,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB15-3/VDB15-3-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB15-CCB,15,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB15-PCG,15,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB153,153,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB18,18,34.5,24,BASE,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI
DB18-2/VDB18-2-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB18-3,18,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB18-3/VDB18-3-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB18-CCB,18,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB18-PCG,18,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB180,18,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,CABINET_STONE
DB183,183,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB21,21,34.5,24,BASE,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI
DB21-3,21,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB21-3/VDB21-3-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB21-PCG,21,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB213,213,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB24,24,34.5,24,BASE,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI
DB24-2,24,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,GHI
DB24-2-PCG,24,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB24-2/VDB24-2-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB24-3,24,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB24-3/VDB24-3-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB24-CCB,24,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB24-PCG,24,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB242,24,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,CABINET_STONE
DB243,243,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB27,27,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
DB27-3,27,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB272,27,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,CABINET_STONE
DB2722,27,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,CABINET_STONE
DB273,273,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB30,30,34.5,24,BASE,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI
DB30-2,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,GHI
DB30-2-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB30-2-PCG,30,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB30-3,30,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB30-3-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB30-CCB,30,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB30-PCG,30,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,GHI
DB302,30,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
DB303,303,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB33,33,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB33-3,33,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB332,33,34.5,24,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,CABINET_STONE
DB333,33,34.5,24,DRAWER_BASE,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
DB36,36,34.5,24,BASE,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
DB36-2-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB36-3,36,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
DB36-3-F,,,,DRAWER_BASE,80%,human-confirmed: drawer base cabinet,
